Date,TicketID,Channel,Resolution Time (Days),SLA Met (Yes/No),Category,Region,Agent ID,Customer Satisfaction
27-Feb-23,5b95be11-1a28-4bf9-b0c6-828848a9b164,Calls,4,No,Billing Issue,South America,caa16aed-b3e6-49ed-af23-901769006b18,2
1-Mar-23,1a4637b7-a62f-4b5d-aad0-9bd5612e8e5a,Calls,9,Yes,Other,South America,4e622640-8d41-492d-a093-14a0fe083eb9,3
1-Mar-23,2557e609-920f-43af-8212-07810dfccada,Calls,3,No,Login Problem,South America,29493974-c56b-416f-83a5-8f81049642cb,1
3-Mar-23,d3fcd12e-03e2-4b81-bb62-6d1e831d8f5a,Calls,9,Yes,Billing Issue,South America,f1743398-b7cd-4ec4-909c-932fbb923a85,4
8-Mar-23,6b1a90d0-2ace-4b90-b865-ae4feaf0d881,Calls,5,Yes,Other,South America,22faceba-2671-4f4e-a36c-3a8e504ce01c,1
24-May-24,b21409f1-afac-4a63-a983-661370483c93,Calls,7,No,Technical Support,South America,2a637ea8-5015-4a1d-ac67-31ce43777500,5
19-Apr-24,17545324-20a5-4f6c-9aca-2376705bdb09,Calls,9,Yes,Billing Issue,South America,19b81dd4-63c3-4939-aa6a-ec783f7189dd,1
26-Apr-24,dcaa662a-841d-4e9a-9304-e1697baad169,Calls,6,No,Account Question,South America,3bf83dcb-906e-4450-8835-61a126c31d5c,5
1-Sep-24,b0869945-b5fe-4588-b39a-276c8e6922e3,Calls,8,No,Technical Support,South America,2751b09a-7c04-44a1-a39a-0078f89b8cf4,3
13-Feb-24,b90e3643-5303-4219-ae7f-06857f24e344,Calls,6,Yes,Login Problem,South America,ea13b8df-9585-4e3a-8b67-b1227fd3d067,1
2-Jun-24,9e18e752-9ca6-435e-96d4-fbae58bdaa7f,Calls,9,Yes,Account Question,South America,bdfd90bd-3130-463a-84f1-d5d7e03e0fd4,2
1-Mar-24,d94b7bd8-be06-4b34-9957-389d0abdfafb,Calls,1,Yes,Other,South America,1e64dbe2-36e2-4399-950d-bcb52a5f7d53,5
16-Aug-24,87cfd897-0a33-43c1-9a63-b4357236581f,Calls,6,Yes,Account Question,South America,ac760a63-2a11-46db-b238-75cc36afb949,4
12-Apr-23,0e36df68-3f60-4541-a3f9-8b64253bf2de,Calls,8,No,Billing Issue,South America,35ab7c94-6385-45d2-aef4-774a539c89bb,3
12-Apr-23,82a71b2b-27c2-4e84-a837-a22bf22b7379,Calls,4,No,Technical Support,South America,4a60d775-3689-429f-aa73-592b12e566b1,5
1-Feb-24,9a850f39-b4a9-4d20-adda-046e2ac9ecc2,Calls,1,Yes,Billing Issue,South America,fd9a7cf9-28c3-4d9a-a3c5-3e0276e52d5b,3
23-Aug-24,a04e5d4b-6739-4b3a-9318-6eeb13f87eef,Calls,3,No,Login Problem,South America,11f0af5f-02f7-48f9-9e38-2b238376c96e,5
6-Sep-24,8e9f4ae1-ba7e-4c5a-b7ec-85746ba18526,Calls,1,Yes,Technical Support,South America,ad11e881-77c1-4741-864c-897f27ecce8b,1
12-Mar-24,9596d14b-46a0-427d-b6e1-7b0b6092dc3d,Calls,1,Yes,Account Question,South America,a129be67-e63b-4021-88a0-70d1a19094ad,1
3-Jun-24,78886096-1bd2-4c41-bf4c-eb8310516cce,Calls,3,Yes,Technical Support,South America,3bce49e8-fdfe-4add-86c0-f135c740ce48,5
18-Jan-24,deb81d42-b29d-476b-aa7e-4ea9e50d8180,Calls,6,No,Technical Support,South America,cab50a6b-f682-46e9-9748-18651736fc21,3
12-May-24,7fdcd6c2-e097-4a7d-8abd-546da725564b,Calls,1,Yes,Other,South America,6987b28b-ce83-4ce6-9ac8-cf8146ee101a,4
26-Feb-24,a21f272e-ff5c-4174-98b2-c3aa977ce8d0,Calls,8,Yes,Account Question,South America,283ca837-27fc-442c-b0ef-710e125bde45,4
15-Mar-24,6d63ada0-81c9-432f-9872-a4a328b3efcc,Calls,1,Yes,Account Question,South America,6fff6619-2b24-4333-9311-e1e17fa5cc91,2
12-May-24,f12ec605-5225-4a6e-96ff-a82576d4b18e,Calls,4,No,Technical Support,South America,51cdd259-294c-4bcc-bb60-4b2e610010a6,2
2-Jul-24,a8fb9a62-67fd-4526-8aa8-2d1efed037cd,Calls,7,No,Billing Issue,South America,b31f5e7c-f03a-44f0-aa48-45875d1d60d9,3
19-Aug-24,e80289b4-f214-49c9-ab37-da2adad8cdc9,Calls,6,No,Account Question,South America,33c38805-df80-40a0-8979-2d748078ed44,4
18-Jun-24,cd41cfe6-65d6-49c0-8c72-6114b24ac23f,Calls,5,Yes,Technical Support,South America,7e72183b-fde5-4476-b1cb-ec3a56d11baf,4
19-Sep-24,f67cb012-fbbe-4a74-bc10-ab6150c664aa,Calls,7,Yes,Login Problem,South America,4f4bc07c-2a1d-435c-9684-0a2132f7de43,3
24-Jul-24,0b7cd898-6c46-411a-a1bd-3751c481cbcd,Calls,10,No,Login Problem,South America,404d482e-85f6-4ab8-9520-5032fdf53de9,2
23-Feb-24,02bfea96-29cd-4008-bc41-6ad756cd33ba,Calls,5,Yes,Billing Issue,South America,76b9a6f4-085d-4c81-97c3-fd01fdb141ed,3
9-Jan-24,84c3f535-5e54-4491-91f3-eaabaf305349,Calls,2,No,Account Question,South America,caabf445-42fc-4531-a5ae-ef3f5c9217e9,1
15-May-24,d3d3688f-22ad-4506-bb0a-3e6fed5421a2,Calls,6,No,Billing Issue,South America,d1cf02af-b8ab-45c7-9697-d027d45eb956,4
21-Jul-24,0c5b4d64-6f51-4d13-9e32-c906e1c0f442,Calls,8,No,Login Problem,South America,32752d0d-0566-4d61-a0cb-5384f710607d,3
30-Mar-24,2b2c3368-1f6c-43ac-8c04-7dc5da5824c4,Calls,7,Yes,Login Problem,South America,3cc91bfb-fe13-41ec-b236-b271c406ab46,2
1-Feb-24,bdf2faa7-d4d4-42a1-87cf-ab47b70a2281,Calls,8,No,Other,South America,6596994c-c9ad-43af-b6fa-5e8545a089d3,4
7-Feb-24,111e8bac-bed7-4a89-83fa-2e3220187d4e,Calls,5,No,Login Problem,South America,4ab10e6d-a8e0-4125-9253-39afd8697c1c,4
12-Jan-24,56aad6ea-dd58-47bf-9bda-db80d148d7d2,Calls,10,No,Other,South America,73a38b5c-9327-4386-9089-2d8310d0ee96,3
28-Mar-24,c10d54c0-98cc-465e-8898-4df1119efd2d,Calls,10,No,Account Question,South America,541aec7f-3e08-49f7-9200-b8aa5b57cf7e,3
14-Sep-24,71ac2a6b-60e6-4a69-afe5-15fd23cbdef3,Calls,8,No,Login Problem,South America,9049e3aa-06bb-46ed-b9a7-9dcada6314d3,3
23-Aug-24,2495f543-e613-42a8-9f35-b621dfbe60d9,Calls,8,No,Other,South America,d06797a9-d48b-42bf-8b80-8299f5e7d40d,2
24-Jun-24,86b75082-3f02-437c-ad80-547dbc76a9cb,Calls,8,No,Technical Support,South America,67c9d09f-5ccb-471f-865f-ede4a130f317,2
10-May-24,fca02f2f-9984-4a2a-bcf7-163e532601ed,Calls,1,Yes,Login Problem,South America,6bb85b5f-6d3c-475f-89ee-1f36e5c22a04,4
12-May-24,043efcac-3620-4100-b17d-b5570f606b79,Calls,10,Yes,Other,South America,a7845927-62ca-4021-8414-f0275b323144,2
5-Jan-24,e4b47a24-52e9-4000-97b9-9e4629c6086e,Calls,6,No,Billing Issue,South America,1df72a43-3bd7-4c0c-a51b-e8ae82046416,5
14-Feb-24,b3bc1227-4d3b-4f5b-90b0-d0bbe164bc81,Calls,1,No,Login Problem,South America,7a8af3c7-008b-4a4d-b398-73d9fcf9da9d,1
11-Aug-24,039d3886-b8d9-4ec4-adbc-b382c9c2559f,Calls,1,Yes,Account Question,South America,4636ce52-774e-4ece-be4b-ab0203b9b4dd,4
31-Jul-24,5140299e-5a1e-49b6-80e6-f5ee8135b551,Calls,9,Yes,Account Question,South America,79ae8d38-efd4-44ef-b607-677a7905d6a9,5
1-Jan-24,06b062da-8c87-4160-b1ba-fe480f70311f,Calls,9,No,Login Problem,South America,410d97b6-5344-4431-87ee-49f4d41989c2,2
18-Jul-24,7c08d1e9-5b51-4982-ac90-debb8df082e6,Calls,8,Yes,Account Question,South America,a8a762b2-2a3a-4504-8223-4c78e183085b,3
28-Jan-24,0ddff370-77d5-4f59-ad61-7ceea6841ced,Calls,1,No,Technical Support,South America,cc50f654-d2ca-4268-bfe6-d92008ca4927,3
28-Jun-24,5938a593-2502-44d0-9982-f1754edab1a1,Calls,4,No,Login Problem,South America,c968901b-b86b-4ed2-a583-168263b16013,3
15-Aug-24,1dc25ad7-d695-4ad7-8881-a244dfa60374,Calls,9,Yes,Account Question,South America,6e6c1565-d19f-49df-801e-c3e28627fa1d,4
14-Jun-24,9d87ede4-40a6-4466-bb42-e0cb3b393c24,Calls,4,Yes,Billing Issue,South America,d5bc3bea-f68a-4b63-a15a-3891356917c4,2
27-Jan-24,5711b5e1-ba29-46c6-9d8b-9bd76b00e641,Calls,3,No,Login Problem,South America,89692628-4a8e-4eb4-a5c9-190729704e7b,4
31-Jan-24,ccfd3573-faca-4be7-a787-a0c56022e17a,Calls,7,No,Technical Support,South America,c44b69a7-39f6-4cac-9c09-177bd55c8b10,4
23-Mar-24,090cadb0-860d-4055-a075-dfc99707ce4f,Calls,10,Yes,Billing Issue,South America,19872f8d-711b-4425-bf21-201ed9bedcad,4
12-Sep-24,5e36b56f-0ab9-425f-9767-3cf7b7b13c6f,Calls,4,No,Login Problem,South America,b0e84c33-04f1-47d7-aa51-a4131c594380,3
27-Jul-24,c941c750-afe4-4168-9ec1-9e7ade0289de,Calls,8,No,Login Problem,South America,40491701-b2f1-4cac-a2b4-4d8434da7309,5
29-Feb-24,94e5317b-d15c-4751-9142-67789cfc5341,Calls,9,Yes,Other,South America,d687e4b6-4761-43a5-9a44-b29a3fa26b60,3
12-Aug-24,7d3f9113-e73a-4afd-bdfa-c2412023c44f,Calls,7,Yes,Account Question,South America,d81a8643-76e4-4019-89ca-14dbda906e2a,4
25-Jan-24,09c2d944-8f91-41b7-9d32-fe7bf55e9d00,Calls,9,No,Other,South America,32ef68ce-6288-4e0c-990a-a7a4c3d33ac6,4
20-Jan-24,19c8e9f8-1a0f-4330-86d4-d861916dc343,Calls,8,Yes,Login Problem,South America,13173136-0015-4014-9e88-633339c9bf96,2
13-Aug-24,8225ef32-16d8-4d96-8e6c-27cfb7ee7896,Calls,3,Yes,Billing Issue,South America,82a721f0-ed05-4bcc-ba28-6ff4f2ab5c51,2
27-Mar-24,42977d80-8a58-49be-bbc0-01cdcbb2a82a,Calls,3,Yes,Technical Support,South America,cb2f8ea9-2ec9-4a90-badc-3e120bbefd0c,3
14-Feb-24,7c3c86f0-41d7-4006-a6cf-06f62ac3c38e,Calls,2,Yes,Technical Support,South America,fd3a98f8-20a2-4158-925d-74a549df3fdd,1
25-Sep-24,1707d77a-0177-4cc4-b3e3-38c077e61d74,Calls,5,Yes,Other,South America,5042b625-50e5-459e-acb8-5ebddb76b581,4
29-Apr-24,c7a6718f-9449-46b9-befa-8c44bb14c9bb,Calls,2,Yes,Technical Support,South America,49b0a4c8-2cc9-4e55-9bfa-60c71c666721,2
20-Apr-24,e927ba7e-0476-4381-9cb0-237a65960614,Calls,1,No,Login Problem,South America,e4578cbd-9a2d-4899-a9b3-42e2d2489cbc,5
10-Jan-24,43c05c36-ee86-479b-9eb8-88692dd7b015,Calls,3,Yes,Login Problem,South America,bdeb5911-764c-4b7c-9b29-eb96804fd1cf,5
12-Jun-24,372d991b-a8e6-4d1b-a75d-4ee573935057,Calls,8,Yes,Other,South America,72ee07ec-b123-4508-b977-0c8a745e58bc,2
2-Jun-24,3565771b-0698-48fd-93bc-e54328c8581a,Calls,3,No,Billing Issue,South America,502668cb-9942-47ba-9dae-5ab0b40d9382,5
10-Mar-24,e22fa224-5d97-4118-935d-b790455549f3,Calls,3,Yes,Account Question,South America,c54b90e4-f5a3-486b-817e-d1f85ddcc2ca,2
17-Aug-24,671cfed4-870c-4b89-8571-e0c5e4460ebe,Calls,10,Yes,Billing Issue,South America,23aaff73-6799-4a68-9d1d-d948cec21784,3
23-Apr-24,b6bdeb68-7d96-4e42-9a5d-dfc822782232,Calls,6,Yes,Other,South America,ef56b137-05ef-4bfc-88cf-7c142797fa57,5
6-Jan-24,f167e0a6-16d1-4214-80e3-256951a2faa5,Calls,4,No,Other,South America,f96b76b7-77ea-489f-91b8-2d5e6bcdb851,4
15-Feb-24,5a89f0f1-df22-4299-b0d5-1daf29fba7a9,Calls,6,Yes,Technical Support,South America,dddb2ef0-9b7c-441c-b414-5072ce99e7cb,1
23-Jan-23,a39c579d-10ce-4ae8-87c8-0e3a4916eace,Calls,1,No,Other,South America,c8b3a9f9-dcac-48da-948b-d3afb435a523,5
18-Mar-23,024155d7-a244-4171-bc6c-058759004c75,Calls,1,Yes,Billing Issue,South America,eea64116-889b-4c3f-aa42-0406bc978d28,1
9-Nov-23,20f1ff18-87a3-4c44-aa56-29a4f12fbd7f,Calls,7,No,Billing Issue,South America,5d2de4c5-bdc1-42ed-b626-60299c3cf33f,5
21-Nov-23,7f8a307f-580a-4511-8a5b-e85230b373b3,Calls,1,No,Account Question,South America,15561829-618c-4783-8f22-3cd2b2536720,1
26-Nov-23,c8b9137e-3c39-4fbe-b4b8-654f9dd03e39,Calls,7,No,Login Problem,South America,edc490ec-d582-4711-8e96-a768db5d0227,4
14-Oct-23,10dd1e97-24a1-450b-a4b3-8db2b71df302,Calls,10,Yes,Billing Issue,South America,bf4453d2-9f5d-4562-b89f-cf0475993163,2
17-Jul-23,bfeb1ee1-281a-48f1-8982-2b874702761b,Calls,1,Yes,Billing Issue,South America,893b83e5-b4d1-4f1c-a1c6-e63aec6596c5,3
3-Dec-23,c72454c3-b617-4197-8200-f9efc3c215ff,Calls,7,Yes,Login Problem,South America,458981d1-29ce-4ef1-99e0-a60c581b6792,5
2-Mar-23,f7ccc95c-a4d4-43e7-b4b7-cab10acac468,Calls,7,Yes,Billing Issue,South America,4fe3cff8-e5c9-4b9e-a48e-28ac74f2395c,1
26-Dec-23,51a8fdeb-6aaa-4fb9-ada9-0a0d6273c686,Calls,7,Yes,Billing Issue,South America,0f75e360-8628-4221-bf96-b7b9c15ee741,3
15-Jul-23,2e031760-9976-4b03-983e-5758707afd90,Calls,5,Yes,Billing Issue,South America,9fce2499-82f0-45b0-a96b-63b1d90c088a,5
1-Sep-23,9386657f-81da-4efd-8564-b76877ddc263,Calls,9,Yes,Account Question,South America,ffb39d0e-cc2d-4ed1-aa50-23903974cb8f,4
27-Apr-23,e0942e46-0110-43b1-ba12-b6b497c58c65,Calls,2,No,Login Problem,South America,4a6412b2-9b82-45a5-b3c1-2e6aac6a6a51,1
25-Jul-23,d364a74c-fadf-4347-842c-d1a5c0176777,Calls,4,Yes,Technical Support,South America,809df2b3-1253-4543-ba4d-67ecb43fdfe2,1
31-May-23,fdb64b5a-ac91-4d6d-903b-49f9de0f39da,Calls,7,Yes,Billing Issue,South America,1b88d970-e8c0-472e-b569-bb35a4c1b3f7,3
19-Oct-23,a76c23e1-2859-4e2f-ba3b-661aef454180,Calls,2,No,Other,South America,3deb3487-2b36-474b-b06d-96ab8277ba2c,1
25-Dec-23,ee3883fa-25e4-42f3-a422-d3201735f22b,Calls,3,No,Account Question,South America,0cd7674f-a54f-40ca-ac86-e53f638400b7,3
26-Mar-23,f2b178a3-d622-431a-9eaf-c7c657e2b4c9,Calls,6,No,Login Problem,South America,9db50e03-60df-4a9a-983f-216a7fec5f1d,3
10-Jul-23,32771fd8-a125-41ea-a5e5-2964955470d5,Calls,6,No,Other,South America,942c928a-fe6c-43ab-a6fc-d1f11dba95bf,2
16-Oct-23,c0a63639-f9bf-4f5f-a753-094f3df3dcae,Calls,10,No,Account Question,South America,d79895cb-dec7-4212-a5c7-5c123929c745,3
6-Feb-23,afe8b9f9-2e18-48f8-bdac-ba9422812b85,Calls,7,Yes,Login Problem,South America,4f6c0b84-e0a2-464e-b0fc-0a1268d65f4e,4
29-Oct-23,ca84d9bd-82d4-4c19-b572-fbcd14dba6d4,Calls,6,No,Technical Support,South America,c7177561-31cd-4119-8451-91a2d3ae0eab,2
30-Dec-23,d9a4442c-5695-419c-91d0-24ff82d5bbae,Calls,10,No,Account Question,South America,79617f4c-1e1b-4d27-a341-9a72f33791df,3
9-Oct-23,6869281e-0e46-4fe4-878b-a6fb6adb592f,Calls,7,Yes,Technical Support,South America,fd71e48a-16fe-4e62-b222-23534b837db0,4
10-Jan-23,2ae91f42-17c5-4a42-9b82-5d6ac013db07,Calls,5,Yes,Account Question,South America,f378d6fc-bdf3-48b8-ad93-0d0d5f4e6f89,4
24-Nov-23,073e0d62-1614-4251-be9b-298c51648d08,Calls,1,No,Account Question,South America,90e36359-4abb-405c-8e1d-48cf92279ba5,2
6-Apr-23,46efe471-2a89-433c-9a08-aa12b8e0cfa0,Calls,4,No,Login Problem,South America,8b5ecb6c-2f3e-4486-bd51-4ea849e75870,3
29-Nov-23,9dd319ad-d8e0-4172-97f6-8818384bf230,Calls,2,Yes,Billing Issue,South America,66635a3c-c680-4907-b706-65eb8fe8ac74,5
4-Aug-23,516c798d-0751-46b7-8a79-d4c2197cd4fe,Calls,1,No,Other,South America,f1ff8cb3-7123-4166-91d3-3c5b4fccda80,3
18-Nov-23,95939d0f-ae90-4b61-9bed-ecd668fc35fc,Calls,3,No,Billing Issue,South America,16719c12-a435-46b0-86ec-e92085c88039,2
6-May-24,c28dcd74-217e-4a00-81a7-b9c1ccc5a7df,Calls,8,Yes,Technical Support,South America,a8e9b3a2-01d5-4659-9ede-9cec8ee619cc,2
8-May-24,cf8f71bc-ea56-43ea-aa18-fd2850f60532,Calls,1,Yes,Other,South America,2e379a51-52cc-46d4-ba89-cb3d2e0d6fe8,3
28-Oct-23,a3e82c61-cb70-4937-8496-5cdfad655c02,Calls,8,Yes,Other,South America,bfb3a7f1-179b-46bf-9012-1581ba3d801d,2
26-Mar-23,735b3c37-b63e-4f12-afae-365ac2959d0f,Calls,1,Yes,Login Problem,South America,cfdfee65-cd88-4fd6-87dd-8057ce6c746c,4
22-May-24,5db01069-290d-4c0d-a7a9-56b8de0dfb80,Calls,6,Yes,Billing Issue,South America,d4252b76-ac15-404d-a87a-74d93107d00c,3
18-Apr-23,fe0816de-a8ce-4197-90f2-050d1242f1c3,Calls,3,No,Login Problem,South America,039966ed-22ab-4a31-b5d1-6809543bc791,1
19-Apr-23,262f73c8-dabc-46e2-b7ef-59fec1fcfe82,Calls,1,No,Technical Support,South America,6ceabd9b-bcc9-40fc-a76a-402d509c08ae,3
21-Jun-24,68dabfd0-e9b0-4a5e-ac2c-9073d182b55b,Calls,2,Yes,Billing Issue,South America,7e7ae44b-2164-4fb9-8164-67f8d13f89a8,5
30-May-23,daf300ec-6fa7-40c2-9b51-ba6a719009ce,Calls,4,No,Billing Issue,South America,5f9f1568-b670-4ea1-86e4-ed5e207a534d,1
22-Jun-23,4c8a933b-3f52-46f3-b8b3-399e93ae7620,Calls,4,Yes,Login Problem,South America,14afefe4-f54d-4b54-8385-5f4a3525d5e7,5
3-May-23,66786f55-7bf4-4a32-8580-5211ae303255,Calls,4,No,Technical Support,South America,d0c67a0d-4d1c-4c39-94d0-18d65967cac9,2
20-May-23,0fe38564-1cd6-4b0b-89c4-bea7fed86f3f,Calls,2,Yes,Billing Issue,South America,b7193c55-98aa-4a8f-bbb7-0624d970e082,1
5-Nov-23,1613cd91-7a28-42d6-bca1-be6501080593,Calls,9,Yes,Other,South America,ec17e0ff-5a23-442e-8e91-ba6be993fdcd,2
2-Jan-23,b8820d68-d684-4db5-9747-81e8309f68b9,Calls,8,Yes,Technical Support,South America,4e88bca9-e7ab-4d2d-8ead-1f893d2874af,2
19-Apr-23,9e3066f3-a036-46ea-a462-f645e1591924,Calls,9,Yes,Billing Issue,South America,0e15007f-1836-458c-a1bb-8b3c38c193da,2
5-Jul-24,7bd2d2b8-42cd-4af8-9aea-0381d5cc7608,Calls,7,Yes,Login Problem,South America,3a8ce7ae-5a1e-46da-895e-44aef1c8bcf6,3
12-Nov-23,5caad6d5-6f9e-436b-b6b4-0a73d5d38baa,Calls,9,No,Other,South America,035c22d4-541b-4cce-b85b-13ccf89934d4,3
4-Feb-23,962b613b-c15f-4fe0-a5f0-27c5fd792949,Calls,3,Yes,Billing Issue,South America,2f8092b9-c126-4554-b3ea-133118c33bec,5
7-May-23,6798a446-0865-4471-88fb-eeae726cc4d7,Calls,8,No,Account Question,South America,615d2c5d-adc1-400e-8f77-1471c881624d,4
19-Jul-24,a9b641c7-3162-4e81-8ca9-a669436323f0,Calls,4,Yes,Login Problem,South America,a4c1fb36-661b-446f-a025-2e911b9e3237,5
10-Mar-23,0ed6774f-7ed8-4b1a-8b80-5d16cd8c9b10,Calls,2,No,Billing Issue,South America,172ea09a-1d72-4810-8994-04945c8107b3,2
12-Dec-23,880458e1-99f1-4234-980c-24c26036b371,Calls,6,Yes,Login Problem,South America,0bca1e1b-835a-4bd3-b434-6cd83327c34b,1
14-May-23,710062e9-6f15-41ad-a2f1-a2927a62f640,Calls,3,No,Billing Issue,South America,e058d228-62c4-47df-b1f8-25a74b98e07a,2
11-Sep-23,57dbc224-c2e3-4022-96c7-a882d93a4b64,Calls,3,Yes,Other,South America,0b0a2194-51ca-420b-bf20-ab882a54b63f,2
10-Dec-23,cbe7d06d-a753-437e-a050-b2a4ee8e44b9,Calls,5,Yes,Account Question,South America,63df2a4e-a694-4767-b13d-19f16185be66,2
10-Nov-23,35a7b510-268f-4230-a892-99d81e57fb9b,Calls,8,No,Billing Issue,South America,6cfc74b3-e6b5-4df5-b766-77c74c6b22ae,2
20-Feb-23,7ac2ef81-32d7-4b9f-83b1-3d4a33077ddf,Calls,6,Yes,Account Question,South America,21bb1b3a-413b-4fcc-ab63-f1572f6fdf82,1
9-Jun-23,f8e89008-e881-4b45-b3ee-1c40bf25e1b3,Calls,4,Yes,Billing Issue,South America,d86124e9-22bd-41bc-92a7-264f1ba98720,4
17-May-23,1584052a-330b-4c1c-9671-822bf92faf0b,Calls,8,No,Billing Issue,South America,56f8e54c-9714-4d4d-a874-96603d8eceaa,1
5-Oct-23,d2ea21c3-ba95-4ab9-b726-6ce01b76d56c,Calls,9,Yes,Login Problem,South America,06bd6afc-2c9b-4507-86c0-7233fb03fff8,4
10-Apr-23,28fc2129-0f50-45a8-be12-47df4a294b34,Calls,3,Yes,Billing Issue,South America,78fe5692-c34e-4576-be97-54b189a743a5,4
20-Aug-23,54350954-3055-4e59-8f94-b7486974621e,Calls,5,Yes,Other,South America,48097309-757a-40c7-a00b-7be3d6f3e4ff,4
12-Jun-23,941f8ef6-27e1-472a-9655-6c87326a912c,Calls,5,No,Login Problem,South America,701032cf-eca1-4358-af9e-d829b80480e9,2
17-Oct-23,40053cea-e94d-4442-a7b1-66bb00270843,Calls,7,No,Technical Support,South America,8b177d40-0be3-4372-8a2f-bdc2f0d4a656,2
16-Mar-23,145b56ee-baaf-4878-b551-c27d62aa9c9f,Calls,2,No,Billing Issue,South America,9c9a8394-f04c-4849-9e4f-d10391815615,5
16-Sep-23,50e0a3d5-4b0e-4606-8958-133913b4b0ff,Calls,10,Yes,Technical Support,South America,299ee2c8-680e-485f-8a49-8d6ef48080e3,4
18-Mar-23,3f03b025-2870-4c51-955a-8cc60dcbe44f,Calls,9,No,Technical Support,South America,394888ad-2b8e-46bb-9956-4dae43541409,3
27-Oct-23,577844f7-da98-4d53-bfe4-2b900b2e19c9,Calls,2,Yes,Login Problem,South America,876d34c8-00cb-4e2d-bd64-2fc885a3ac05,5
13-Oct-23,2ef26c05-9fed-489b-8d3f-4c2840219c9c,Calls,4,No,Billing Issue,South America,eabdb507-8404-4c9b-80de-08deb96511ad,1
27-Apr-23,c3cc42a1-84a8-40f1-a4f9-f2994fdd96cb,Calls,7,Yes,Account Question,South America,c3d281aa-413d-4d8a-9623-49cbab848e36,5
2-Mar-23,51a065fa-0c75-47b7-a702-ff3ebfb2f362,Calls,4,No,Login Problem,South America,c1e7ede9-59d8-4a23-b08f-b0b6875c0794,2
8-Dec-23,c7fc48c5-786e-4bf9-8c1e-efd5241dbcd2,Calls,6,No,Technical Support,South America,0c92af3d-31ad-463d-8c7d-c5377a8c511e,4
21-Mar-23,de18996b-f9f0-4631-9044-0b7713051133,Calls,8,Yes,Login Problem,South America,ccd37b95-0d88-4a20-a1b0-59e8243246ae,1
1-Sep-23,e73da00e-cbcb-4ba2-92fc-103f699fe701,Calls,10,No,Billing Issue,South America,030070f4-3000-4194-8b28-79fd84b10525,5
19-Apr-23,3341eeb1-bc3e-4bea-83d3-33b404dc5966,Calls,7,No,Account Question,South America,2e7b8bf8-c702-49d0-b171-f598fede26b4,1
18-Jun-23,9b8bffa6-6c89-4dcf-9079-c2abdc9e8d87,Calls,8,No,Login Problem,South America,bd8eb5e0-f074-4074-8d6e-10b9bd9a3ec3,5
20-Oct-23,488a12e3-1929-43ef-9b85-a0ffbbf89b57,Calls,10,No,Billing Issue,South America,a79b4d21-3371-4dd4-99c9-ddefd7b3d345,5
9-Feb-23,d44b652c-c77a-4d71-83fd-8a43c09f03db,Calls,10,No,Technical Support,South America,c2ed0a80-a9e6-43ad-b3f8-97371ca577da,3
22-Nov-23,3a5c865b-8a59-4b8a-9acf-a317ad0c7138,Calls,5,No,Technical Support,South America,377e0d7e-f7d1-40f0-9d71-d540c1b5ac43,2
17-Mar-23,86a45bbc-b0db-4ca8-a328-c8f1c20d3e80,Calls,4,Yes,Technical Support,South America,98468366-d039-4c5d-a377-2c68bc68a0a8,1
